text;label;augmented_text
I'm in awe! Wow, prepare to be blown away by the uncanny ways of the ninja. Watch them as they pounce, crawl along the ground (on their backs or stomachs) like a caterpillar, fly through the sky, climb buildings, hide and spring from trees, throw about ninja stars, role out blue welcome mats, disappear in smoke bombs, make a lot of swoosh noises with their blades and quickly sneaking or trotting about on their toes. What a sight! Really I could go on about the many traditional actions, but I'll be here all day. Oh not to forget we even get the legendary Chuck Connors popping up now and again, and watch him dispatch some ninjas with his shotgun with little ease. What class! What a badass! Anyhow the ultra-cheap 'Sakura Killers' is some stupid, but cheesy ninja action fun that only fanatics of the genre would get anything out of this shonky b-grade debacle.<br /><br />A genetic lab in America has a very important video that's stolen by a couple of ninjas. Two Americans are sent to Japan by the Colonel (Chuck Connors) to retrieve it.<br /><br />The opening of the feature sets it up nicely. Get ready for the laughs! Afterwards it slows down, but soon after the two main protagonists learns about the ninja and goes through the training it gets a head of steam as they break in costumes and fled after the stolen beta tape that contains a very important formula. This is when the violently swift action and aerobic marital arts really come in to play. It's not too shoddy either, (like the moronic script and daft performances). The final climatic showdown is very well done.<br /><br />In the slow stretches it has the two Americans (Mike Kelly and George Nicholas) looking in to the case, sharing brainless conversations and encountering some minor problems. What made me laugh was how the ninjas were put off by how brave and clever these two were. These were supposed to be professional killers? Director Dusty Nelson ('Effects (1989)') does an earnest job with what he had and plays it for what it is. He centres the on-screen activities around striking Taiwan locations. The score is a chintzy arrangement.;0;Single ' m in awe! Riot, prepare to constitute bollocks up off by the preternatural ways of the ninja. Watch them as they pounce, crawl along the ground (on their backs surgery stomachs) like a caterpillar, fly through the sky, climb edifice, pelt and spring from trees, throw astir ninja stars, role out blue welcome mat, disappear in pot bombs, seduce a lot of swoosh noises with their blades and quickly sneaking or trotting astir on their toes. What a sight! Really I could go on about the many traditional action mechanism, just I ' ll be hither all twenty four hours. Oh non to forget we still get the fabled Chow Connors bolt down up straight off and once more, and watch over him remove some ninjas with his shotgun with little simpleness. What class! What a badass! Anyhow the ultra - cheap ' Sakura Killers ' is some stupid, but cheesy ninja action playfulness that only fanatics of the genre would arrest anything taboo of this shonky b complex - grade debacle. <br /> <bromine /> A genic lab in America have a very authoritative video that ' s slip by a couple of ninja. 2 Americans are sent to Nippon by the Colonel (Chuck Jimmy conors) to remember it. <br /> <br /> The opening of the lineament set information technology astir nicely. Get quick for the laughs! Afterwards it slow up down, but soon after the two main protagonists discover about the ninja and blend through with the training it gets a capitulum of steam as they get out in costumes and fled after the stolen genus beta tape measure that contains a very authoritative convention. This follow when the violently swift natural process and aerophilic married arts really come in to work. It ' s not also jerry built either, (like the moronic playscript and daft performances ). The final climatic showdown be very well make out. <br /> <br /> In the dumb stretches information technology let the 2 Americans (Mike Emmett kelly and George iv St. nicholas) looking in to the case, sharing brainless conversation and encountering some minor problem. What made me laugh was how the ninjas comprise pose off by how brave and clever these ii make up. These constitute supposed to constitute professional killers? Conductor Dusty Lord nelson (' Effects (1989) ') get along an earnest job with what helium make and plays information technology for what it is. Helium center the on - screen activities around mint Taiwan locations. The score is a chintzy arrangement.
Although this film was made before Dogme emerged as the predominant method of filmmaking, and before digital triumphed over -- strike that. You get the point. This 1991 masterpiece clearly anticipated those developments. Corin Nemec is just outstanding as the ne'er do well author and narrator. The pace is slow, but elegantly so, because the cinematography is so beautiful. Record it the next time its on T.V., because I guarantee you'll never see a better nostalgia rip-off made-for- T.V. movie. Direct-to-video never felt so good!;0;Although this film be create before Dogme emerged as the predominant method of filmmaking, and before digital triumphed over - - strike that. You get the point. This 1991 masterpiece clearly anticipated those development. Corin Nemec be just outstanding as the ne ' erbium come well author and narrator. The stride is tiresome, merely elegantly so, because the motion picture photography be therefore beautiful. Phonograph record information technology the next clock time its on T. V. , because One secure you ' ll ne'er see a better nostalgia rip - cancelled micturate - for - T. V. movie. Direct - to - picture ne'er felt so effective!
The plot of GOODNIGHT MR TOM on paper makes it seem we are in for a large dose of maudlin,sickly sentiment.But,talented director Jack Gold is an expert on touching the emotions in the right manner,and it emerges instead as a compelling,deeply moving wartime drama with excellent production and lead performances.One of the best,if not the best TV movies of the 1990's which possibly would've had even greater success if it had been released in the cinemas.<br /><br />The evacuation of children to countryside towns and villages in World War II was of course a common practice,but in the case of the young boy here was doubly important because of a wretched home life in the UK's capital.The horrors of war on the home front are not drifted over though,and the construction of the film until it's throat-lumping,misty-eyed ending leaves us with a sense of optimism despite what has happened before.It is almost(but not quite)worthy of comparison with the finale to IT'S A WONDERFUL LIFE(1946).All in all,a modern classic.;1;The plot of GOODNIGHT MR tomcat on paper makes information technology seem we are in for a orotund cupid's disease of maudlin, sickly sentiment. Simply, talented theater director Jack Gold comprise an expert on pertain the emotions in the right style, and it emerges instead as a compelling, deeply moving wartime play with first class yield and lead functioning. One of the best, if non the good TV movies of the 1990 ' s which possibly would ' ve had even greater winner if it had been resign in the picture palace. <br /> <br /> The evacuation of children to countryside towns and villages in Humankind Warfare two was of course of study a common practice session, but in the guinea pig of the youthful boy hither be doubly important because of a wretched home life in the UK ' s capital. The horrors of warfare on the home front comprise not drifted over though, and the construction of the motion picture show until it ' s pharynx - lumping, brumous - eyed ending pull up stakes uracil with a sense of optimism despite what has bump before. Information technology cost almost (but non quite an) worthy of equivalence with the finale to information technology ' S Type a WONDERFUL LIFE (1946 ). All in all, a advanced classic.
"This film could have been a silent movie; it certainly has the feel of one. I was extremely, extremely lucky to see this very rare version of this film. Extase, is a 'symphony of love', and transcends all language versions. French, which is the ultimate romantic language, seems quite suitable for this very sensual and lyrical version.A young Hedy Lamarr lights up the screen, in this film which, in a way is almost like a sex fantasy; but definitely far from being pornographic.Tech qualities may have been a little crude; but that does not detract from the magical spell this film exudes.Many lovers of early cinema, would absolutely adore this film.";1;"This plastic film could have constitute a tacit movie; it certainly has the flavour of unmatchable. One was extremely, passing favorable to see this very uncommon edition of this film. Extase, is a ' philharmonic of passion ', and transcends all language interpretation. French, which comprise the ultimate romantic speech, seems quite suited for this real sensual and lyrical version. A young Hedy Lamarr ignite up the cover, in this film which, in a way be well nigh like a sex phantasy; merely definitely far from being adult. Technical school qualities may have been a little fossil oil; but that does not detract from the charming spell this motion picture exudes. Many lovers of early cinema, would absolutely adore this film."
"Immediately after renting and watching this movie several years ago, a friend and I decided that it defined the absolute zero on the movie scale. There was nothing about the movie that could have been done worse than it was. To this day we still rate movies, even very bad ones, by how much better than ""The Lonely Lady"" they are.<br /><br />A long time ago I saw an interview with Eleanor Perry, who wrote the screenplays for, among other things, ""Last Summer"" and ""Diary of a Mad Housewife,"" and she related that she had been asked to write a screenplay for the Harold Robbins' book ""The Lonely Lady."" She said that she sent in a treatment and it was rejected because they didn't think she understood the difficulties of a female screenwriter in Hollywood. She then said ""I think they got someone else to write it."" The interview was filmed before the movie was released. She died in 1981, and I bet the first thing she did on arrival in heaven was personally thank God for saving her from involvement in the result.";0;"Directly after let and determine this flick several years ago, a champion and I settle that it defined the absolute zero on the motion picture scale. At that place was zip astir the movie that could have been done worse than information technology was. To this day we still rate film, even very bad ace, by how much better than "" The Lonely Noblewoman "" they are. <bromine /> <atomic number 35 /> A retentive sentence ago I saw an consultation with Eleanor Perry, world health organization write the screenplays for, among other things, "" Last Summer "" and "" Diary of a Mad Woman of the house, "" and she related that she had follow ask to publish a screenplay for the Harold Robbins ' al qur'an "" The Lonely Lady. "" She said that she commit in a treatment and it was rejected because they didn ' t think she understood the difficulty of a female screenwriter in Hollywood. She then allege "" Atomic number 53 think they get individual else to write it. "" The audience was filmed before the movie be free. She died in 1981, and Atomic number 53 count the first matter she did on arriver in shangri la constitute personally thank God for saving her from intimacy in the result."
The Cat in the Hat is just a slap in the face film. Mike Myers as The Cat in the Hat is downright not funny and Mike Myers could not have been any worse. This is his worst film he has ever been in. The acting and the story was just terrible. I mean how could they make the most beloved stories by Dr. Seuss be made into film and being one of the worst films of all-time and such a disappointment. I couldn't have seen a more worst film than this besides, maybe Baby Geniuses. But this film is just so bad I can't even describe how badly they made this film. Bo Welch should be fired or the writer should. <br /><br />Hedeen's outlook: 0/10 No Stars F;0;The Cat in the Lid represent simply a slap in the face film. Mike Myers as The Cat in the Chapeau is downright not shady and Microphone Myers could non hold been any worsened. This constitute his worst film he hold ever been in. The performing and the narrative be merely terrible. I signify how could they make the most darling stories by Dr. Seuss be made into film and be one of the worst films of all - clip and such a dashing hopes. I couldn ' thymine have seen a to a greater extent worst film than this besides, maybe Infant Geniuses. Only this film be precisely so unsound I can ' t even describe how disadvantageously they made this flick. Bo Welch should be fired beaver state the writer should. <br /> <br /> Hedeen ' s expectation: zero / 10 No Virtuoso Degree fahrenheit
Keanu Reeves stars as a friend of a popular high school student who suddenly commits suicide...he and his friends go through emotional turmoil and share their reactions to this horrible incident...Good acting by Reeves and a young Jennifer Rubin..but on the whole is a little too much.. 4 of 10;0;Keanu Reeve stars as a champion of a popular eminent school student world health organization suddenly consecrate suicide. .. he and his friends go through with worked up turmoil and contribution their chemical reaction to this horrible incident. .. Honest playing by Reef and a young Jennifer Rubin. . but on the whole is a little too much. . little joe of tenner
Reign Over Me (titled after the who song) is a movie that is sure to bring a tear to almost everyone's eye. It was a moving story of a guy (sandler) that lost his family in the 9-11 world trade center attacks. Years later, he runs into an old college roommate (cheadle) that he doesn't even recognize due to the post-dramatic stress ensued by the loss of his family. The two rekindle their old friendship and Cheadle's character, Johnson, realizes that he must get Sandler's character, Fineman, some help before it's too late.<br /><br />This was the first movie that has made me cry in a long time. It's completely worth watching and after seeing it, I'm positive the viewer will appreciate his or her family much more.;1;Sovereignty Over Me (titled after the who song) is a movie that be certain to bring a tear to almost everyone ' s heart. It cost a actuate story of a guy wire (sandler) that recede his family in the niner - xi world craft center fire. Years later, helium operate into an quondam college roommate (cheadle) that he doesn ' t even recognize due to the mail - dramatic tension result by the loss of his family. The two rekindle their old friendship and Cheadle ' sulfur character, Johnson, realise that helium must get Sandler ' south theatrical role, Fineman, some help before it ' s too late. <br /> <br /> This was the first movie that has made me shout out in a longsighted time. Information technology ' s wholly deserving observation and after take care information technology, Single ' m positive the looker will apprise his operating theater her family much more.
"I'm a Belgian and grew up in the sixties. Most of the US series were shown over here (original language with subtitles) and Batman was one of the first I was keen on. Unfortunately over here it caused a ""panic hysteria"" amongst the mothers because Batman was considered as too violent. Geez, compare the innocence of that series to the crap kids get to see nowadays. So because of my the over-protective mothers from the 60s I only got a chance to see maybe two or three episodes ! I got so frustrated I started to collect the comics and bubblegum cards (still got them !) to compensate. I even got the View Master slides... I had an urge to see the caped crusader. All kids need some kind of hero.<br /><br />Years later I finally got the chance to see the re-runs as an adolescent and I enjoyed it tremendously. The tongue-in-cheek acting would have escaped me when I would've watched it as a kid, but I understood it at the age of 17. Yeah, I've watched them all now and the occasional kind soul on the internet posts episodes because they haven't released the series on DVD (to my knowledge)<br /><br />This evening I enjoyed ""Return to the bat cave""... it was a delight to watch because it was full of trivia and inside-jokes. To see Adam and Burt was a delight and this TV movie is simply fantastic in every aspect. They play themselves as they played their parts in the series.<br /><br />Congratulations to the people who produced this great nostalgic ""feast""... I'm gonna watch it again. My advice to all Batman fans is: SEE IT !!! Rent it !!! Lend it from a friend !!! Buy it !!! I'd never expect myself to rate this as 9/10... Very well done !";1;"One ' m a Belgian and grew upwards in the sixties. Most of the u series were shown over hither (original language with caption) and Batman personify one of the initiatory I was lament on. Regrettably complete here information technology cause a "" panic hysterical neurosis "" amongst the mother because Batman was considered as too violent. Geez, compare the innocence of that serial publication to the shite kids set about to see today. Thus because of my the complete - protective mother from the 60 I only got a fortune to see maybe 2 surgery ternion episode! I got so foiled One start to compile the comics and bubblegum plug in (withal got them!) to compensate. I even fix the View Master slide. .. Ane have an urge to learn the caped crusader. All child ask some kind of hero. <br /> <red brigades /> Year subsequently I last got the chance to figure the ra - runs as an adolescent and I enjoyed it staggeringly. The tongue - in - cheek acting would have escaped maine when One would ' ve watch it as a kid, but I realize it at the age of 17. Yeah, I ' ve watched them all now and the occasional kind soul on the net posts episodes because they haven ' t free the serial on videodisk (to my cognition) <br /> <bromine /> This eve I enjoyed "" Return to the bat spelunk "". .. it constitute a delight to watch because information technology be full of trivia and inner - jest. To see Adam and Burt was a delight and this TV picture show be simply grotesque in every prospect. They play themselves as they play their parts in the serial publication. <br /> <atomic number 35 /> Congratulations to the mass world health organization produced this large nostalgic "" banquet "". .. One ' m gonna watch information technology over again. My advice to all Batman fans is: SEE information technology! !! Rent information technology! !! Lend it from a friend! !! Buy information technology! !! I ' d ne'er wait myself to charge per unit this as ix / 10. .. Very well make!"
"I want so badly to give this piece of GARBAGE a zero, unfortunately, there isn't, so, I had to give it a 1 just to warn you about how stupidly terrible this imposter of a familiar cartoon really is! The characters look like they were drawn by pre-schoolers, no, wait, I've seen pre-schoolers do better! I prefer ""Misadventures of Flapjack"" to this terrible excuse for a cartoon! I'm probably saying what others have said, two words: RIP OFF!! Remember that episode of Dexter's Lab when they raced go-karts down that volcano? yeah, Mister Fellows even cashed in on that idea and failed! They even ripped off Shadow Lugia in that one episode that parodied Pokemon!(he even cashed in on that franchise!) That one character is a cheap rip off of Mandark from Dexter's Lab! Mister Fellows needs to be sued for statutory infringement for this piece of crap!! Everyone has their own opinion, but those of you who like Johnny (RIP-OFF) Test, your'e just lying to yourselves. Do yourself a favor, change the channel when this rip off tries to disgrace your screen!";0;"1 want then badly to ease up this piece of drivel a zero, unfortunately, there international relations and security network ' t, so, I had to commit it a ace hardly to warn you astir how stupidly direful this imposter of a conversant animated cartoon really is! The grapheme look similar they be drawn by pre - schoolers, no, time lag, I ' ve seen pre - schoolers do better! I choose "" Misadventure of Flapjack "" to this terrible apology for a cartoon! One ' m probably saying what others take said, two words: RIP OFF! ! Remember that installment of Dexter ' s Research laboratory when they raced go - karts down that volcano? yeah, Mr. Fellows even cashed in on that idea and failed! They even rip bump off Shadow Lugia in that unmatchable sequence that burlesque Pokemon! (he even cashed in on that enfranchisement!) That i character is a cheap rip off of Mandark from Dexter ' s Lab! Mister Fellows needs to exist sued for statutory infringement for this piece of crap! ! Everyone throw their ain popular opinion, merely those of you who same Johnny (RIP - OFF) Test, your ' einsteinium just lying to yourselves. Answer yourself a favour, change the line when this rip off tries to disgrace your screen!"
"This was a disappointment - none of the nuance of the original. The Brits just seem to be able to make a truly unsettling film with none of the over-the-top histrionics of the American version. The original series combined both creepy stories and subtlety of performance with great attention to lighting and settings. I have watched the series many times and am still enthralled.<br /><br />Just another poor adaptation along the lines of the dreadful adaptation of ""Cracker"". Get hooked up with BBC America or BBC Canada and watch for such delights as Waking the Dead, Spooks, Silent Witness, and Judge John Deed. Watch the original Touching Evil, then look for ""Wire in the Blood"" for more of the truly understated, elegant performance of Robson Green. Hollywood needs to have a look at this actor!";0;"This was a disappointment - none of the nuance of the original. The Brits hardly seem to represent able to make a truly unsettling film with none of the over - the - top theatrical performance of the American version. The original series aggregate both creepy crawly tarradiddle and subtlety of performance with peachy attention to lighting and scene. I get determine the series many times and be still transport. <atomic number 35 /> <brigate rosse /> Just another poor adaptation along the lines of the dire adaptation of "" Redneck "". Get sneak up with BBC U.s. or BBC Canada and watch for such delights as Waking the Dead, Shade, Silent Attestator, and Evaluator John Deed. Watch the original Touching Evilness, then look for "" Conducting wire in the Blood "" for more of the truly unostentatious, graceful performance of Robson Common. Hollywood needs to accept a face at this thespian!"
"On the day of the California Presidential Primary, between midnight and 1:00 AM, the spy Victor Rovner sends a message from Kuala Lumpur to USA. Meanwhile, in Los Angeles, the Federal Agent Jack Bauer has returned to his family and is having trouble at home with his teenage daughter Kimberly, who blames her mother Teri for putting Jack out of the house. Teri and Jack decide to have a serious conversation with Kim, and they discover that the girl has run away home. While trying to solve his domestic problem, Jack is called to his Counter Terrorist Unit by his colleague Nina Myers for a meeting with their chief Richard Walsh, who discloses a menace against the life of Senator David Palmer, who is running for president, and they need to find the shooter. Later, Walsh has a private conversation with Jack and tells that there is a conspiracy in the agency against David Palmer, and assigns Jack to find the conspirators. When an airplane explodes over the Mojave Desert, Jack has one additional issue to worry about.<br /><br />The first episode of ""24"" is a promising beginning of a successful series, introducing Jack Bauer. This is the first time that I have watched this show and I confess that I liked what I have seen: a complex and dramatic story, with multiple and realistic characters. Kiefer Sutherland is perfect in the role of a family man and a reliable agent in charge of three difficult missions at the same time: find a killer to protect an important politician; find a traitor in his agency; and find his teenage daughter, who is getting in trouble, while trying to save his marriage. My vote is eight.<br /><br />Title (Brazil): ""12:00""";1;"On the day of the California Presidential Primary election, between midnight and 1: 00 artium magister, the undercover agent Master Rovner post a message from Kuala Lumpur to army. Meanwhile, in Los Angeles, the Federal Factor Jack Bauer has yield to his home and make up having trouble at habitation with his teenage daughter Kimberly, who blames her mother Teri for putting Jack out of the house. Teri and Old salt decide to make a serious conversation with Kim, and they attain that the female child take in feed away home. While trying to solve his domesticated trouble, Jack be telephone to his Counter Terrorist Unit by his confrere Nina Myers for a encounter with their master Richard Walsh, who discloses a threat against the life of Senator David Palmer, who is running for president, and they need to ascertain the triggerman. Later, Walsh get a private conversation with Jack and tells that there be a conspiracy in the federal agency against David Arnold daniel palmer, and allot Jack to find the coconspirator. When an airplane blow up ended the Mojave Desert, Jack has one additional issue to worry about. <br /> <br /> The world class sequence of "" 24 "" be a promising outset of a successful series, introduce Jack Bauer. This live the first time that I hold watched this display and I confess that Atomic number 53 liked what I deliver attend: a complex and dramatic write up, with multiple and realistic grapheme. Kiefer Joan sutherland be perfect in the use of a family man and a reliable broker in charge of three difficult missions at the like time: incur a grampus to protect an important politician; find a traitor in his agency; and find his teenage girl, world health organization be getting in difficulty, while trying to write his marriage. My vote is eight. <br /> <atomic number 35 /> Rubric (Brazil ): "" 12: 00 """
A wonderful film by Powell and Pressburger, whose work I now want to explore more. The film is about what we perceive as real and what is real, and how the two can be so difficult to distinguish from one another. Beautifully shot and acted, although David Niven doesn't seem to be 27 years old, as his character claims to be. Fun to see a very young Richard Attenborough. This film made me think, while I was watching it, and afterwards.;1;A wonderful picture by Powell and Pressburger, whose work I now want to explore to a greater extent. The film is about what we comprehend as real and what be genuine, and how the 2 can be so unmanageable to signalize from one another. Beautifully shot and dissemble, although David Niven doesn ' thyroxine seem to be 27 years old, as his character title to make up. Merriment to see to it a rattling young Richard Attenborough. This picture show made me suppose, while Ane was ascertain it, and afterwards.
This film is about a group of extra terrestrial gay black men exterminating females on Earth, in order to create a gay Universe.<br /><br />I watched it with the intent of seeing how bad it was. Still, I was shocked at how bad it was. It looked more like a film made 50 years ago. The acting, if any, is ultra bad. The sets and props are so ridiculously fake, making any college film look mega budget. And the special effects are laughably simple, indeed jaw dropping as others have commented, but jaw droppingly embarrassing.<br /><br />One has to be severely intoxicated, or in an altered state of consciousness in order to appreciate this film. If I was from Denmark, I would be severely embarrassed and humiliated that my countrymen produced such a horrifyingly bad film.;0;This picture is astir a group of extra terrestrial gay dark valet eradicate females on Ground, in monastic order to create a gay Population. <br /> <br /> I keep an eye on it with the spirit of seeing how risky it be. Even, I be shocked at how bad information technology was. It looked more similar a moving picture show make 50 years ago. The acting, if any, is ultra bad. The sets and props are indeed preposterously fake, making any college film see mega budget. And the particular effects equal laughably simple, so jaw drop as others have annotate, simply jaw droppingly embarrassing. <red brigades /> <br /> One give birth to make up severely intoxicated, operating room in an altered state of matter of cognisance in decree to prize this film. If I be from Denmark, I would be severely chagrined and abase that my countrymen produced such a horrifyingly bad film.
"Quite possibly the worst movie I've ever seen; I was ready to walk out after the first ten minutes. The only people laughing in the theater were the tweeners. Don't get me wrong, I love silly, stupid movies just as much as the next gal, but the whole premise, writing and humor stunk. It seemed to me that they were going for a ""Napoleon Dynamite"" feel - strange and random scenes which would lead to a cult audience. Instead, it ended up being forced, awkward and weird.<br /><br />The only bright light was Isla Fisher and I just felt utterly awful that she (and Sissy Spacek) had signed up for this horrible thing.<br /><br />Thank gosh I didn't pay for it.";0;"Quite a perchance the worst movie Ane ' ve ever seen; Single was ready to walk come out after the beginning decade minutes. The only the great unwashed laugh in the theatre be the tweeners. Don ' t get me unseasonable, I jazz silly, stupid moving picture just now as much as the next gallon, but the whole premise, writing and humor stunk. Information technology seemed to me that they exist going for a "" Bonaparte Dynamite "" feel - strange and random scenes which would lead to a cult interview. Rather, information technology end upwardly being forced, awkward and weird. <br /> <br /> The only shiny igniter be Isla Black cat and Iodin scarcely felt utterly awful that she (and Pansy Spacek) had signed up for this horrible thing. <br /> <br /> Thank gosh Ace didn ' t pay for it."
My mother keeps a cassette of this film as a general threat to any film loving person who annoys her. Everything about it stinks.<br /><br />As such it is a true classic.<br /><br />Who gave it 10/10? Were you inadvertently watching a good film and accidentally voted for this one?<br /><br />Everyone involved in the movie making process should be forced to watch at least a small section of this film. It should be an indelible stain on the minds on all that hold film sacred and be revered as the tide mark of the cinematically dire.;0;My mother keep a cassette of this film as a cosmopolitan menace to any film sleep with person world health organization annoy her. Everything about information technology stinks. <br /> <br /> As such it is a true classic. <br /> <br /> World health organization make it ten / x? Were you inadvertently watching a serious flick and accidentally voted for this one? <atomic number 35 /> <bromine /> Everyone involved in the flick making physical process should be forced to watch at least a small scale section of this film. Information technology should live an unerasable stain on the minds on all that hold film sacred and be revered as the tide mark of the cinematically dire.
"Not to be confused with the above average supernatural thriller ""The Sentinel"". The Sentinel was a big bore of a movie for me, not delivering the consistent action, a couple of critics promised on the back. To me it seemed like everyone was Halfassing it, and only there to make some quick cash, because this felt very much like a made for TV film. The Sentinel is a rehash of several better films, like ""In The Line Of Fire"" this does not have any originality in it, and watching Michael Douglas run around, felt kinda silly in my opinion. The Main problem besides it's unoriginality, had to be the poor pace. I often got distracted while trying to view this movie, while looking how much run time was left, more then once. Not only the miscasting with Eva Longoria, who couldn't convince worth a lick.<br /><br />Performances. Michael Douglas is usually a dependable actor, here is obviously going through the motions. He does not convince as a man on a run, or a secret agent. His chemistry with Bassinger, was also off. I'm a big fan of Kiefer Sutherland, but here he is only OK, nothing more then that. He tries to come across as a gruff, but managed to be more bland then anything else, and to be honest, he didn't seem that interested. Eva Longoria Parker is pretty mediocre. She does not convince in her role, and was pure eye candy. Kim Basinger is pretty terrible as the 1st lady. She looks bored to tears, and her role is a throw away, more then anything else. Martin Donovan has a big part in the end, but not enough to matter for me.<br /><br />Bottom line. The Sentinel is yet, another political thriller, that bored me to tears. It's too old, too tired, and most importantly the lack of effort sucked. Not recommended.<br /><br />4/10";0;"Not to be mix up with the above median supernatural thriller "" The Sentinel "". The Sentinel be a big eagre of a movie for me, not delivering the consistent natural action, a couple of critic promised on the back. To pine tree state information technology seemed like everyone make up Halfassing information technology, and only in that location to make some speedy cash, because this feel very much like a made for TV film. The Picket is a rehash of respective better moving picture show, same "" In The Line Of Fire "" this does non have any originality in it, and view Michael Douglas run around, felt kinda silly in my sentiment. The Main problem besides it ' s unoriginality, had to be the poor yard. I a great deal get cark while hear to view this movie, while looking how much run time be left, to a greater extent and then at one time. Not only the miscasting with Eva Longoria, who couldn ' t convince worth a lick. <br /> <br /> Performances. Michael Douglas is ordinarily a dependable actor, here is apparently live on through the motions. He does non win over as a gentleman's gentleman on a run, operating theater a orphic agentive role. His alchemy with Bassinger, be also turned. One ' m a big devotee of Kiefer Sutherland, but hither he is alone OK, nothing more so that. He tries to do across as a gruff, but managed to be more bland and so anything else, and to constitute honest, atomic number 2 didn ' t seem that interested. Eva Longoria Yardbird parker is pretty mediocre. She does not convert in her function, and embody arrant centre candy. Kim Basinger be pretty severe as the 1st lady. She looks bore to tears, and her role be a throw by, more then anything else. Martin Donovan have a bounteous role in the remainder, but not enough to count for me. <br /> <br /> Bottom line. The Sentinel is yet, another political thriller, that bore me to tears. Information technology ' s too sometime, too tired, and most significantly the lack of travail draw. Non recommended. <atomic number 35 /> <br /> quaternity / ten"
"I am from Sweden and i have just seen this movie and the thing is that i thought it was okay. I have seen many bad comments about it but you must remember that a lot of people that watch this two parts miniseries are located all over the world and not just in USA. Also remember that not everyone has ever heard of the film made in the 60:s and maybe not in the events(murders). And even more...that it can be hard to find the original movie and if so there always be people around that doesn't like black/white films. This one feels fresh and in color and will find its public. Its 12 years old now but i just saw it for the first time. I will try to find the first one if i can to compare them but i haven't seen it anywhere in Sweden. Ofcorse there is internet but not for anyone in the world. The thing here is that this is mostly part of an American crime-history and was big in the 50-60:s in just USA but in rest of the world it just past by i guess. Well it was told about for some time but 40 years later it will fade away in for example Europa cause time goes by. We had our own problems and crimes so if someone will do a remake of the film and put it back in some light again its not a bad idea at all. A new generation can take part of this horrible story and even the film about Capote that was released just a few years ago witch was a pretty good film too i think. It will boost interest to the events that took place some 50 years ago and maybe stop it to fall in sleep. It started me up and now i am looking for the Robert Blake-version so it wasn't that bad...huh? This are my opinions. Some people will of course disagree but hey...its okay. Sometimes there will be okay with remakes on old films. Its not every time the old ones are that good. The film-making techniques has developed a lot and scenes can be made more realistic if they want today. Its always a question of money of course. There has been so many movies that were made in the ""good old days"" but there were also money missing, bad directors etc, and they remakes them today (50 years later) and suddenly they are okay to watch. My friend got this box of old classic horror-movies and s/f and i cant say i was impressed of the so called good old days. Most of them you cold put in the trashcan directly. They were so bad that we just sat there like zombies...could not move...like brain-dead. I cant recommend them to anyone. Some of them i have seen remakes of and i remember liking them...but not the originals. They were just painful awful. This is like the old story of who was the best Bond...Moore or Connery...I think if you see Roger Moore first you maybe find him the one to trust or like... Thanks for me and i am sorry for my English, thats not so good. /Lars from Sweden";1;"I am from Kingdom of sweden and one have just seen this motion picture and the thing is that i thought it was ok. Atomic number 53 have come across many bad comment about it simply you must remember that a spate of masses that see this ii parts miniseries are settle all over the public and not scarcely in USA. Besides retrieve that not everyone has ever heard of the film make in the 60: due south and perchance not in the events (murders ). And yet more. .. that information technology can constitute punishing to find the original movie and if and then there always comprise hoi polloi around that doesn ' t like sinister / white films. This one and only feels fresh and in coloration and will bump it public. Its 12 years sure enough now but i just saw information technology for the first fourth dimension. One will try to find the first i if i can to equate them simply i haven ' t see it anywhere in Kingdom of sweden. Ofcorse at that place equal internet simply not for anyone in the world. The thing here is that this is more often than not voice of an American offense - history and was openhanded in the 50 - 60: sulfur in only USA merely in sleep of the earthly concern information technology just retiring by i guess. Well it was told about for some time but 40 years later information technology bequeath fade aside in for object lesson Europa cause metre goes by. We had our ain problems and crimes so if mortal will come a remake of the film and set up it back in some light over again information technology non a bad thought at all. A newfangled coevals can take part of this frightful level and even the celluloid about Capote that make up released just a few age ago witch comprise a moderately dependable film too i think. It will advance interest to the effect that took place some 50 years ago and maybe block off information technology to decrease in sleep. Information technology started me up and now i follow await for the Henry m. robert William blake - version so information technology wasn ' t that defective. .. huh? This be my opinions. Some people leave of class disagree simply hey. .. its okay. Sometimes there volition be okay with remakes on previous films. Information technology not every clip the sure enough ones be that good. The film - making techniques cause developed a spate and scenes can be made more naturalistic if they want today. Its always a question of money of course. There have be so many movies that were create in the "" undecomposed old day "" simply on that point exist also money missing, bad director etc, and they remakes them today (l years later on) and short they are okay to watch. My quaker got this box of old classic horror - movies and s / f and i cant enounce unity was impressed of the so called good sometime days. Most of them you cold put in the trashcan flat. They were so defective that we just sit there comparable zombies. .. could non move. .. alike mastermind - dead. I cant recommend them to anyone. Some of them i have seen remaking of and i remember liking them. .. but not the originals. They be just painful atrocious. This be like the old story of who was the best Attachment. .. Moore surgery Connery. .. I think if you ascertain Roger Moore first you perchance find him the one to bank or care. .. Thanks for me and i am sorry for my English, thats non so good. / Lars from Sweden"
